

wavelength(nm), Y
1586.47, -30.4504
1586.46, -28.7882
1586.45, -23.2764
1586.44, -19.9692
1586.43, -17.9457
1586.42, -16.7068
1586.41, -16.0177
1586.4, -15.7706
1586.39, -15.9372
1586.38, -16.556
1586.37, -17.7424
1586.36, -19.7314
1586.35, -23.0035
1586.34, -28.4662
1586.33, -30.7674
1586.32, -24.8505
1586.3, -21.0078
1586.29, -18.6581
1586.28, -17.1737
1586.27, -16.2719
1586.26, -15.8289
1586.25, -15.8106
1586.24, -16.2503
1586.23, -17.2489
1586.22, -18.9996
1586.21, -21.8746
1586.2, -26.6456
1586.19, -31.8958
1586.18, -26.7962
1586.17, -22.2819
1586.16, -19.5247
1586.15, -17.7506
1586.14, -16.6146
1586.13, -15.9713
1586.12, -15.7788
1586.11, -16.0634
1586.1, -16.9092
1586.08, -18.4685
1586.07, -21.0207
1586.06, -25.1556
1586.05, -31.2961
1586.04, -29.0068
1586.03, -23.7269
1586.02, -20.4687
1586.01, -18.3608
1586, -16.9742
1585.99, -16.1338
1585.98, -15.7848
1585.97, -15.9411
1585.96, -16.6635
1585.95, -18.0605
1585.94, -20.3326
1585.93, -23.9152
1585.92, -29.6153
1585.91, -31.1489
1585.9, -25.2832
1585.89, -21.4229
1585.88, -18.9405
1585.86, -17.2961
1585.85, -16.271
1585.84, -15.7886
1585.83, -15.8405
1585.82, -16.4557
1585.81, -17.6989
1585.8, -19.7073
1585.79, -22.8023
1585.78, -27.7161
1585.77, -32.3509
1585.76, -26.92
1585.75, -22.3601
1585.74, -19.4657
1585.73, -17.564
1585.72, -16.372
1585.71, -15.7764
1585.7, -15.7354
1585.69, -16.2417
1585.68, -17.3217
1585.67, -19.0681
1585.66, -21.7233
1585.64, -25.8737
1585.63, -31.6651
1585.62, -28.6106
1585.61, -23.3045
1585.6, -19.9595
1585.59, -17.8022
1585.58, -16.4564
1585.57, -15.7553
1585.56, -15.6155
1585.55, -15.9957
1585.54, -16.895
1585.53, -18.3782
1585.52, -20.6352
1585.51, -24.1263
1585.5, -29.6036
1585.49, -30.1951
1585.48, -24.3299
1585.47, -20.4876
1585.46, -18.0667
1585.45, -16.5658
1585.44, -15.7488
1585.42, -15.4896
1585.41, -15.7202
1585.4, -16.4239
1585.39, -17.6493
1585.38, -19.551
1585.37, -22.4943
1585.36, -27.2349
1585.35, -31.0765
1585.34, -25.5418
1585.33, -21.1462
1585.32, -18.4331
1585.31, -16.756
1585.3, -15.798
1585.29, -15.3927
1585.28, -15.4539
1585.27, -15.9561
1585.26, -16.9385
1585.25, -18.5317
1585.24, -21.0309
1585.23, -25.0681
1585.22, -30.4563
1585.2, -27.025
1585.19, -22.0424
1585.18, -18.9817
1585.17, -17.0891
1585.16, -15.9569
1585.15, -15.3807
1585.14, -15.2597
1585.13, -15.5632
1585.12, -16.3245
1585.11, -17.6566
1585.1, -19.8028
1585.09, -23.27
1585.08, -28.6898
1585.07, -28.7037
1585.06, -23.2621
1585.05, -19.774
1585.04, -17.6131
1585.03, -16.2706
1585.02, -15.5013
1585.01, -15.1903
1585, -15.3024
1584.98, -15.8666
1584.97, -16.9818
1584.96, -18.8508
1584.95, -21.8746
1584.94, -26.7703
1584.93, -30.0926
1584.92, -24.8417
1584.91, -20.8293
1584.9, -18.3336
1584.89, -16.7401
1584.88, -15.7552
1584.87, -15.2476
1584.86, -15.1768
1584.85, -15.5675
1584.84, -16.5054
1584.83, -18.157
1584.82, -20.8345
1584.81, -25.1454
1584.8, -30.357
1584.79, -26.7176
1584.78, -22.1017
1584.77, -19.194
1584.75, -17.306
1584.74, -16.0844
1584.73, -15.3767
1584.72, -15.1351
1584.71, -15.3778
1584.7, -16.1751
1584.69, -17.6557
1584.68, -20.0535
1584.67, -23.8407
1584.66, -29.3835
1584.65, -28.6865
1584.64, -23.5107
1584.63, -20.1078
1584.62, -17.8836
1584.61, -16.4113
1584.6, -15.5097
1584.59, -15.1188
1584.58, -15.2439
1584.57, -15.9316
1584.56, -17.2689
1584.55, -19.4218
1584.53, -22.7466
1584.52, -27.8512
1584.51, -30.2826
1584.5, -24.9722
1584.49, -20.9966
1584.48, -18.4021
1584.47, -16.6769
1584.46, -15.5993
1584.45, -15.0869
1584.44, -15.1211
1584.43, -15.7154
1584.42, -16.9149
1584.41, -18.8316
1584.4, -21.7363
1584.39, -26.2065
1584.38, -30.7698
1584.37, -26.4231
1584.36, -21.826
1584.35, -18.8358
1584.34, -16.8666
1584.33, -15.6373
1584.32, -15.0277
1584.3, -14.9832
1584.29, -15.4802
1584.28, -16.5288
1584.27, -18.2046
1584.26, -20.7203
1584.25, -24.5676
1584.24, -29.8141
1584.23, -27.7974
1584.22, -22.6179
1584.21, -19.2127
1584.2, -17.0115
1584.19, -15.6496
1584.18, -14.9518
1584.17, -14.8206
1584.16, -15.1999
1584.15, -16.0771
1584.14, -17.507
1584.13, -19.6642
1584.12, -22.9586
1584.11, -27.9617
1584.1, -28.9292
1584.09, -23.4476
1584.07, -19.6071
1584.06, -17.1765
1584.05, -15.684
1584.04, -14.8866
1584.03, -14.6454
1584.02, -14.8817
1584.01, -15.5716
1584, -16.7596
1583.99, -18.5947
1583.98, -21.4206
1583.97, -25.8826
1583.96, -29.4252
1583.95, -24.4258
1583.94, -20.1252
1583.93, -17.4461
1583.92, -15.803
1583.91, -14.8792
1583.9, -14.5003
1583.89, -14.5739
1583.88, -15.0716
1583.87, -16.0328
1583.86, -17.5889
1583.84, -20.0317
1583.83, -23.9497
1583.82, -28.891
1583.81, -25.6522
1583.8, -20.8806
1583.79, -17.9067
1583.78, -16.0751
1583.77, -14.9915
1583.76, -14.4505
1583.75, -14.3502
1583.74, -14.6604
1583.73, -15.4174
1583.72, -16.7396
1583.71, -18.8775
1583.7, -22.3347
1583.69, -27.5512
1583.68, -27.1178
1583.67, -21.9608
1583.66, -18.6204
1583.65, -16.5492
1583.64, -15.27
1583.63, -14.5455
1583.61, -14.2645
1583.6, -14.3951
1583.59, -14.9718
1583.58, -16.1022
1583.57, -18.0018
1583.56, -21.0884
1583.55, -26.0204
1583.54, -28.5441
1583.53, -23.3894
1583.52, -19.5911
1583.51, -17.2177
1583.5, -15.7038
1583.49, -14.7745
1583.48, -14.3072
1583.47, -14.2679
1583.46, -14.6888
1583.45, -15.6661
1583.44, -17.3812
1583.43, -20.1698
1583.42, -24.6542
1583.41, -29.3257
1583.4, -25.1066
1583.39, -20.7555
1583.37, -18.0076
1583.36, -16.2187
1583.35, -15.0664
1583.34, -14.4127
1583.33, -14.2194
1583.32, -14.5131
1583.31, -15.3737
1583.3, -16.9434
1583.29, -19.4802
1583.28, -23.4999
1583.27, -29.0224
1583.26, -26.9692
1583.25, -22.0174
1583.24, -18.8193
1583.23, -16.7205
1583.22, -15.337
1583.21, -14.5087
1583.2, -14.187
1583.19, -14.3851
1583.18, -15.1566
1583.17, -16.5994
1583.16, -18.9016
1583.14, -22.4723
1583.13, -27.8754
1583.12, -28.7168
1583.11, -23.2983
1583.1, -19.5775
1583.09, -17.1445
1583.08, -15.5357
1583.07, -14.5567
1583.06, -14.1373
1583.05, -14.2645
1583.04, -14.9563
1583.03, -16.2667
1583.02, -18.3298
1583.01, -21.4696
1583, -26.3404
1582.99, -29.8652
1582.98, -24.5717
1582.97, -20.264
1582.96, -17.4812
1582.95, -15.6628
1582.94, -14.5601
1582.93, -14.065
1582.92, -14.1266
1582.9, -14.7251
1582.89, -15.8805
1582.88, -17.6912
1582.87, -20.4202
1582.86, -24.6656
1582.85, -29.777
1582.84, -25.8437
1582.83, -20.912
1582.82, -17.7672
1582.81, -15.7554
1582.8, -14.5466
1582.79, -13.9785
1582.78, -13.9581
1582.77, -14.4354
1582.76, -15.4102
1582.75, -16.9604
1582.74, -19.3063
1582.73, -22.9595
1582.72, -28.3831
1582.71, -27.1166
1582.7, -21.6128
1582.69, -18.0852
1582.67, -15.8821
1582.66, -14.5636
1582.65, -13.9033
1582.64, -13.7709
1582.63, -14.0977
1582.62, -14.8745
1582.61, -16.1684
1582.6, -18.1688
1582.59, -21.3066
1582.58, -26.3392
1582.57, -28.242
1582.56, -22.4983
1582.55, -18.5445
1582.54, -16.1265
1582.53, -14.6716
1582.52, -13.8864
1582.51, -13.6112
1582.5, -13.7671
1582.49, -14.3418
1582.48, -15.3962
1582.47, -17.0969
1582.46, -19.808
1582.45, -24.2677
1582.43, -28.7271
1582.42, -23.7085
1582.41, -19.2598
1582.4, -16.5741
1582.39, -14.9398
1582.38, -13.9937
1582.37, -13.551
1582.36, -13.5256
1582.35, -13.9042
1582.34, -14.7434
1582.33, -16.1929
1582.32, -18.5618
1582.31, -22.4846
1582.3, -28.0893
1582.29, -25.3264
1582.28, -20.3214
1582.27, -17.288
1582.26, -15.4208
1582.25, -14.2774
1582.24, -13.646
1582.23, -13.4333
1582.22, -13.6247
1582.21, -14.2742
1582.2, -15.5174
1582.18, -17.6173
1582.17, -21.0923
1582.16, -26.6766
1582.15, -27.2443
1582.14, -21.7598
1582.13, -18.2737
1582.12, -16.1092
1582.11, -14.7291
1582.1, -13.8877
1582.09, -13.4823
1582.08, -13.4966
1582.07, -13.9822
1582.06, -15.0609
1582.05, -16.9514
1582.04, -20.0616
1582.03, -25.1558
1582.02, -28.9308
1582.01, -23.5309
1582, -19.467
1581.99, -16.9311
1581.98, -15.2732
1581.97, -14.2032
1581.96, -13.6048
1581.94, -13.4584
1581.93, -13.8104
1581.92, -14.7636
1581.91, -16.4882
1581.9, -19.2901
1581.89, -23.8017
1581.88, -29.4504
1581.87, -25.5301
1581.86, -20.77
1581.85, -17.7835
1581.84, -15.812
1581.83, -14.5045
1581.82, -13.7248
1581.81, -13.4446
1581.8, -13.6968
1581.79, -14.5544
1581.78, -16.1342
1581.77, -18.6536
1581.76, -22.6008
1581.75, -28.5191
1581.74, -27.5836
1581.73, -22.1057
1581.72, -18.588
1581.7, -16.2756
1581.69, -14.7351
1581.68, -13.7986
1581.67, -13.4173
1581.66, -13.5968
1581.65, -14.3691
1581.64, -15.7987
1581.63, -18.036
1581.62, -21.455
1581.61, -26.8118
1581.6, -29.285
1581.59, -23.4399
1581.58, -19.3138
1581.57, -16.6442
1581.56, -14.8877
1581.55, -13.8241
1581.54, -13.3663
1581.53, -13.4787
1581.52, -14.1499
1581.51, -15.4047
1581.5, -17.3504
1581.49, -20.2802
1581.48, -24.8806
1581.47, -29.8012
1581.45, -24.7941
1581.44, -19.9964
1581.43, -16.9571
1581.42, -15.0027
1581.41, -13.8313
1581.4, -13.2995
1581.39, -13.3253
1581.38, -13.8633
1581.37, -14.9155
1581.36, -16.5649
1581.35, -19.0496
1581.34, -22.9369
1581.33, -28.5842
1581.32, -26.2004
1581.31, -20.7319
1581.3, -17.3008
1581.29, -15.1514
1581.28, -13.8678
1581.27, -13.2396
1581.26, -13.1443
1581.25, -13.5163
1581.24, -14.3481
1581.23, -15.71
1581.22, -17.8012
1581.2, -21.0831
1581.19, -26.3489
1581.18, -27.5445
1581.17, -21.6635
1581.16, -17.7931
1581.15, -15.4229
1581.14, -13.997
1581.13, -13.2353
1581.12, -12.9845
1581.11, -13.1689
1581.1, -13.778
1581.09, -14.875
1581.08, -16.6316
1581.07, -19.4253
1581.06, -24.026
1581.05, -28.2657
1581.04, -22.948
1581.03, -18.5613
1581.02, -15.9123
1581.01, -14.2964
1581, -13.3615
1580.99, -12.9288
1580.98, -12.916
1580.97, -13.3117
1580.95, -14.1746
1580.94, -15.6558
1580.93, -18.0679
1580.92, -22.0535
1580.91, -27.6607
1580.9, -24.6783
1580.89, -19.7069
1580.88, -16.6921
1580.87, -14.8279
1580.86, -13.6812
1580.85, -13.0453
1580.84, -12.8309
1580.83, -13.0256
1580.82, -13.6851
1580.81, -14.9448
1580.8, -17.0644
1580.79, -20.5534
1580.78, -26.1213
1580.77, -26.7212
1580.76, -21.2683
1580.75, -17.7742
1580.74, -15.5915
1580.73, -14.19
1580.72, -13.3281
1580.7, -12.9068
1580.69, -12.9128
1580.68, -13.3992
1580.67, -14.486
1580.66, -16.3835
1580.65, -19.48
1580.64, -24.4994
1580.63, -28.4199
1580.62, -23.1882
1580.61, -19.0828
1580.6, -16.5
1580.59, -14.7983
1580.58, -13.6898
1580.57, -13.0621
1580.56, -12.8988
1580.55, -13.2475
1580.54, -14.2061
1580.53, -15.9314
1580.52, -18.7031
1580.51, -23.1027
1580.5, -28.7355
1580.49, -25.3268
1580.48, -20.5011
1580.47, -17.4313
1580.46, -15.3899
1580.44, -14.0261
1580.43, -13.2067
1580.42, -12.9062
1580.41, -13.1562
1580.4, -14.0195
1580.39, -15.594
1580.38, -18.0693
1580.37, -21.884
1580.36, -27.5847
1580.35, -27.4303
1580.34, -21.9353
1580.33, -18.294
1580.32, -15.8857
1580.31, -14.2747
1580.3, -13.2936
1580.29, -12.8937
1580.28, -13.0734
1580.27, -13.849
1580.26, -15.264
1580.25, -17.4435
1580.24, -20.7194
1580.23, -25.7794
1580.22, -28.9303
1580.21, -23.3495
1580.19, -19.0615
1580.18, -16.2708
1580.17, -14.4339
1580.16, -13.3256
1580.15, -12.8524
1580.14, -12.9645
1580.13, -13.632
1580.12, -14.8599
1580.11, -16.735
1580.1, -19.5174
1580.09, -23.8171
1580.08, -28.9134
1580.07, -24.7553
1580.06, -19.7786
1580.05, -16.5945
1580.04, -14.5532
1580.03, -13.3382
1580.02, -12.791
1580.01, -12.8108
1580, -13.3338
1579.99, -14.3461
1579.98, -15.9153
1579.97, -18.2533
1579.96, -21.8633
1579.95, -27.2431
1579.93, -26.1374
1579.92, -20.5565
1579.91, -16.9584
1579.9, -14.7153
1579.89, -13.3861
1579.88, -12.7369
1579.87, -12.6255
1579.86, -12.9703
1579.85, -13.752
1579.84, -15.0286
1579.83, -16.9795
1579.82, -20.0167
1579.81, -24.8864
1579.8, -27.241
1579.79, -21.5555
1579.78, -17.4976
1579.77, -15.0225
1579.76, -13.543
1579.75, -12.7505
1579.74, -12.4726
1579.73, -12.6204
1579.72, -13.1737
1579.71, -14.1862
1579.7, -15.8142
1579.69, -18.399
1579.67, -22.6334
1579.66, -27.3978
1579.65, -22.9359
1579.64, -18.3531
1579.63, -15.581
1579.62, -13.8986
1579.61, -12.9215
1579.6, -12.4521
1579.59, -12.3964
1579.58, -12.7348
1579.57, -13.5181
1579.56, -14.886
1579.55, -17.1254
1579.54, -20.8148
1579.53, -26.3265
1579.52, -24.7462
1579.51, -19.6252
1579.5, -16.4617
1579.49, -14.5132
1579.48, -13.3105
1579.47, -12.6279
1579.46, -12.365
1579.45, -12.5023
1579.44, -13.0892
1579.43, -14.2526
1579.41, -16.2342
1579.4, -19.4967
1579.39, -24.7613
1579.38, -26.7052
1579.37, -21.3178
1579.36, -17.6439
1579.35, -15.3534
1579.34, -13.8796
1579.33, -12.9603
1579.32, -12.486
1579.31, -12.437
1579.3, -12.8612
1579.29, -13.8716
1579.28, -15.6642
1579.27, -18.5923
1579.26, -23.3237
1579.25, -27.9938
1579.24, -23.3213
1579.23, -19.0099
1579.22, -16.2932
1579.21, -14.5035
1579.2, -13.3302
1579.19, -12.6503
1579.18, -12.4413
1579.17, -12.7446
1579.16, -13.6494
1579.14, -15.2977
1579.13, -17.9428
1579.12, -22.1137
1579.11, -27.8369
1579.1, -25.4399
1579.09, -20.4166
1579.08, -17.1913
1579.07, -15.053
1579.06, -13.6261
1579.05, -12.7657
1579.04, -12.4378
1579.03, -12.6633
1579.02, -13.492
1579.01, -15.007
1579, -17.3796
1578.99, -21.0154
1578.98, -26.5333
1578.97, -27.356
1578.96, -21.7674
1578.95, -17.9615
1578.94, -15.4596
1578.93, -13.8
1578.92, -12.7998
1578.91, -12.3954
1578.9, -12.5682
1578.89, -13.3187
1578.87, -14.6793
1578.86, -16.767
1578.85, -19.8991
1578.84, -24.7552
1578.83, -28.4581
1578.82, -23.033
1578.81, -18.594
1578.8, -15.7296
1578.79, -13.8715
1578.78, -12.7715
1578.77, -12.3132
1578.76, -12.4259
1578.75, -13.0665
1578.74, -14.2366
1578.73, -16.0245
1578.72, -18.6886
1578.71, -22.8303
1578.7, -28.0336
1578.69, -24.2428
1578.68, -19.1618
1578.67, -15.9417
1578.66, -13.9143
1578.65, -12.7314
1578.64, -12.207
1578.63, -12.2228
1578.62, -12.7101
1578.6, -13.6596
1578.59, -15.1466
1578.58, -17.3903
1578.57, -20.8975
1578.56, -26.2314
1578.55, -25.4154
1578.54, -19.8098
1578.53, -16.2251
1578.52, -14.0279
1578.51, -12.7427
1578.5, -12.1131
1578.49, -11.9886
1578.48, -12.291
1578.47, -13.01
1578.46, -14.2157
1578.45, -16.0998
1578.44, -19.088
1578.43, -23.9483
1578.42, -26.3732
1578.41, -20.7207
1578.4, -16.7283
1578.39, -14.3223
1578.38, -12.8896
1578.37, -12.1103
1578.36, -11.8131
1578.35, -11.9176
1578.33, -12.4157
1578.32, -13.3745
1578.31, -14.9665
1578.3, -17.553
1578.29, -21.851
1578.28, -26.601
1578.27, -22.0553
1578.26, -17.5846
1578.25, -14.8989
1578.24, -13.263
1578.23, -12.2944
1578.22, -11.8036
1578.21, -11.7082
1578.2, -12.0021
1578.19, -12.7517
1578.18, -14.115
1578.17, -16.4012
1578.16, -20.2141
1578.15, -25.82
1578.14, -23.8487
1578.13, -18.8578
1578.12, -15.7972
1578.11, -13.8949
1578.1, -12.6973
1578.09, -11.9927
1578.08, -11.695
1578.06, -11.8003
1578.05, -12.3754
1578.04, -13.5662
1578.03, -15.633
1578.02, -19.0575
1578.01, -24.5295
1578, -25.8544
1577.99, -20.4971
1577.98, -16.9457
1577.97, -14.7047
1577.96, -13.2357
1577.95, -12.2975
1577.94, -11.7981
1577.93, -11.7356
1577.92, -12.1758
1577.91, -13.2466
1577.9, -15.1531
1577.89, -18.2574
1577.88, -23.2338
1577.87, -27.3885
1577.86, -22.3596
1577.85, -18.1963
1577.84, -15.5433
1577.83, -13.7677
1577.82, -12.5884
1577.81, -11.9038
1577.8, -11.7097
1577.78, -12.0615
1577.77, -13.054
1577.76, -14.8275
1577.75, -17.6376
1577.74, -22.0375
1577.73, -27.6169
1577.72, -24.2734
1577.71, -19.4138
1577.7, -16.284
1577.69, -14.184
1577.68, -12.7777
1577.67, -11.9444
1577.66, -11.6653
1577.65, -11.9665
1577.64, -12.8939
1577.63, -14.524
1577.62, -17.0331
1577.61, -20.8601
1577.6, -26.5035
1577.59, -26.0329
1577.58, -20.5321
1577.57, -16.8741
1577.56, -14.4512
1577.55, -12.8508
1577.54, -11.9143
1577.53, -11.5863
1577.52, -11.8454
1577.5, -12.685
1577.49, -14.136
1577.48, -16.3271
1577.47, -19.6114
1577.46, -24.6807
1577.45, -27.2538
1577.44, -21.5646
1577.43, -17.3415
1577.42, -14.6098
1577.41, -12.853
1577.4, -11.8455
1577.39, -11.4736
1577.38, -11.6635
1577.37, -12.3713
1577.36, -13.6053
1577.35, -15.4701
1577.34, -18.2575
1577.33, -22.617
1577.32, -27.2884
1577.31, -22.5884
1577.3, -17.7857
1577.29, -14.756
1577.28, -12.8633
1577.27, -11.7843
1577.26, -11.3393
1577.25, -11.4141
1577.24, -11.9477
1577.22, -12.9423
1577.21, -14.4908
1577.2, -16.8409
1577.19, -20.5494
1577.18, -25.8819
1577.17, -23.6946
1577.16, -18.3619
1577.15, -15.0195
1577.14, -12.9761
1577.13, -11.7921
1577.12, -11.2278
1577.11, -11.1456
1577.1, -11.4803
1577.09, -12.2353
1577.08, -13.4967
1577.07, -15.4805
1577.06, -18.6544
1577.05, -23.7358
1577.04, -24.8438
1577.03, -19.2509
1577.02, -15.5404
1577.01, -13.2961
1577, -11.9562
1576.99, -11.2296
1576.98, -10.964
1576.97, -11.094
1576.96, -11.6254
1576.95, -12.6404
1576.93, -14.3314
1576.92, -17.0915
1576.91, -21.6569
1576.9, -25.6241
1576.89, -20.6028
1576.88, -16.4362
1576.87, -13.9157
1576.86, -12.3645
1576.85, -11.4391
1576.84, -10.9728
1576.83, -10.8995
1576.82, -11.2271
1576.81, -12.0361
1576.8, -13.5005
1576.79, -15.9507
1576.78, -20.0158
1576.77, -25.4468
1576.76, -22.4456
1576.75, -17.7447
1576.74, -14.8531
1576.73, -13.0288
1576.72, -11.8666
1576.71, -11.1812
1576.7, -10.9039
1576.69, -11.0455
1576.68, -11.6859
1576.67, -12.9819
1576.65, -15.203
1576.64, -18.8448
1576.63, -24.4374
1576.62, -24.5754
1576.61, -19.3918
1576.6, -16.0152
1576.59, -13.8483
1576.58, -12.4097
1576.57, -11.4886
1576.56, -11.0121
1576.55, -10.9932
1576.54, -11.5079
1576.53, -12.6874
1576.52, -14.7343
1576.51, -18.013
1576.5, -23.1639
1576.49, -26.4075
1576.48, -21.2318
1576.47, -17.2518
1576.46, -14.6738
1576.45, -12.9288
1576.44, -11.7701
1576.43, -11.1167
1576.42, -10.9777
1576.41, -11.4128
1576.4, -12.5113
1576.39, -14.4029
1576.38, -17.3419
1576.37, -21.8842
1576.35, -27.0421
1576.34, -23.1144
1576.33, -18.441
1576.32, -15.3934
1576.31, -13.3296
1576.3, -11.9526
1576.29, -11.1626
1576.28, -10.9493
1576.27, -11.3358
1576.26, -12.356
1576.25, -14.0758
1576.24, -16.6718
1576.23, -20.5946
1576.22, -26.1449
1576.21, -24.8779
1576.2, -19.5341
1576.19, -15.9701
1576.18, -13.5931
1576.17, -12.0334
1576.16, -11.1507
1576.15, -10.8921
1576.14, -11.2277
1576.13, -12.1395
1576.12, -13.6518
1576.11, -15.8964
1576.1, -19.2376
1576.09, -24.3185
1576.08, -26.2043
1576.06, -20.5596
1576.05, -16.4435
1576.04, -13.7684
1576.03, -12.0615
1576.02, -11.1113
1576.01, -10.8024
1576, -11.0525
1575.99, -11.8105
1575.98, -13.0827
1575.97, -14.9774
1575.96, -17.7945
1575.95, -22.1762
1575.94, -26.4576
1575.93, -21.608
1575.92, -16.9209
1575.91, -13.9549
1575.9, -12.1142
1575.89, -11.087
1575.88, -10.6913
1575.87, -10.8083
1575.86, -11.374
1575.85, -12.391
1575.84, -13.9547
1575.83, -16.3179
1575.82, -20.0382
1575.81, -25.2294
1575.8, -22.7848
1575.79, -17.5623
1575.78, -14.2823
1575.76, -12.2843
1575.75, -11.1399
1575.74, -10.6099
1575.73, -10.555
1575.72, -10.9097
1575.71, -11.678
1575.7, -12.9475
1575.69, -14.9364
1575.68, -18.1128
1575.67, -23.1513
1575.66, -24.0648
1575.65, -18.5567
1575.64, -14.8965
1575.63, -12.6835
1575.62, -11.368
1575.61, -10.6612
1575.6, -10.4114
1575.59, -10.5535
1575.58, -11.0935
1575.57, -12.1138
1575.56, -13.8067
1575.55, -16.5633
1575.54, -21.105
1575.53, -25.0013
1575.52, -20.0469
1575.51, -15.9055
1575.5, -13.3957
1575.49, -11.852
1575.48, -10.9333
1575.46, -10.4734
1575.45, -10.4064
1575.44, -10.7398
1575.43, -11.553
1575.42, -13.0177
1575.41, -15.4594
1575.4, -19.4966
1575.39, -24.9168
1575.38, -22.0479
1575.37, -17.3347
1575.36, -14.4258
1575.35, -12.5899
1575.34, -11.4212
1575.33, -10.7337
1575.32, -10.4585
1575.31, -10.6047
1575.3, -11.2497
1575.29, -12.5451
1575.28, -14.7527
1575.27, -18.3568
1575.26, -23.9177
1575.25, -24.3224
1575.24, -19.0968
1575.23, -15.6667
1575.22, -13.467
1575.21, -12.0094
1575.2, -11.0798
1575.19, -10.6038
1575.18, -10.591
1575.16, -11.1118
1575.15, -12.2889
1575.14, -14.3149
1575.13, -17.5436
1575.12, -22.6267
1575.11, -26.2034
1575.1, -21.0424
1575.09, -16.9645
1575.08, -14.3312
1575.07, -12.5566
1575.06, -11.3866
1575.05, -10.7354
1575.04, -10.6056
1575.03, -11.047
1575.02, -12.1373
1575.01, -13.9971
1575, -16.8732
1574.99, -21.3233
1574.98, -26.7015
1574.97, -23.0252
1574.96, -18.2046
1574.95, -15.0776
1574.94, -12.9763
1574.93, -11.5884
1574.92, -10.8041
1574.91, -10.6012
1574.9, -10.9891
1574.89, -11.9906
1574.88, -13.6657
1574.87, -16.1884
1574.85, -20.0072
1574.84, -25.595
1574.83, -24.8726
1574.82, -19.3509
1574.81, -15.6803
1574.8, -13.2593
1574.79, -11.6901
1574.78, -10.8143
1574.77, -10.5616
1574.76, -10.8879
1574.75, -11.7677
1574.74, -13.2243
1574.73, -15.3894
1574.72, -18.6248
1574.71, -23.6374
1574.7, -26.1872
1574.69, -20.4414
1574.68, -16.1873
1574.67, -13.4613
1574.66, -11.7441
1574.65, -10.7963
1574.64, -10.483
1574.63, -10.7106
1574.62, -11.4254
1574.61, -12.6357
1574.6, -14.4506
1574.59, -17.1679
1574.58, -21.4477
1574.57, -26.2195
1574.56, -21.5805
1574.54, -16.7207
1574.53, -13.692
1574.52, -11.8339
1574.51, -10.7985
1574.5, -10.3853
1574.49, -10.4687
1574.48, -10.9848
1574.47, -11.9389
1574.46, -13.428
1574.45, -15.703
1574.44, -19.3238
1574.43, -24.7032
1574.42, -22.867
1574.41, -17.449
1574.4, -14.0856
1574.39, -12.0562
1574.38, -10.8898
1574.37, -10.3306
1574.36, -10.2352
1574.35, -10.5387
1574.34, -11.2474
1574.33, -12.4507
1574.32, -14.3659
1574.31, -17.4591
1574.3, -22.5102
1574.29, -24.2026
1574.28, -18.5529
1574.27, -14.7791
1574.26, -12.5164
1574.25, -11.1658
1574.24, -10.4217
1574.22, -10.1281
1574.21, -10.2203
1574.2, -10.706
1574.19, -11.6697
1574.18, -13.3042
1574.17, -15.998
1574.16, -20.4996
1574.15, -25.0095
1574.14, -20.158
1574.13, -15.8685
1574.12, -13.2887
1574.11, -11.6972
1574.1, -10.7338
1574.09, -10.2275
1574.08, -10.1119
1574.07, -10.3965
1574.06, -11.1632
1574.05, -12.5853
1574.04, -14.9847
1574.03, -18.9791
1574.02, -24.6705
1574.01, -22.2355
1574, -17.3488
1573.99, -14.3476
1573.98, -12.4512
1573.97, -11.2312
1573.96, -10.4956
1573.95, -10.1751
1573.94, -10.2809
1573.93, -10.8926
1573.91, -12.162
1573.9, -14.3449
1573.89, -17.9147
1573.88, -23.5257
1573.87, -24.4782
1573.86, -19.1029
1573.85, -15.5616
1573.84, -13.2923
1573.83, -11.7812
1573.82, -10.8074
1573.81, -10.2956
1573.8, -10.2566
1573.79, -10.7605
1573.78, -11.9261
1573.77, -13.937
1573.76, -17.1351
1573.75, -22.1876
1573.74, -26.1508
1573.73, -20.9703
1573.72, -16.7747
1573.71, -14.0719
1573.7, -12.2505
1573.69, -11.0489
1573.68, -10.3791
1573.67, -10.2411
1573.66, -10.6798
1573.65, -11.7646
1573.64, -13.608
1573.63, -16.4499
1573.62, -20.8477
1573.61, -26.3402
1573.6, -22.8068
1573.58, -17.8866
1573.57, -14.7034
1573.56, -12.5732
1573.55, -11.1751
1573.54, -10.3932
1573.53, -10.1973
1573.52, -10.5871
1573.51, -11.578
1573.5, -13.2275
1573.49, -15.7099
1573.48, -19.4747
1573.47, -25.028
1573.46, -24.444
1573.45, -18.88
1573.44, -15.1838
1573.43, -12.7625
1573.42, -11.2088
1573.41, -10.3529
1573.4, -10.1122
1573.39, -10.4339
1573.38, -11.2913
1573.37, -12.7118
1573.36, -14.8334
1573.35, -18.0217
1573.34, -22.9779
1573.33, -25.5167
1573.32, -19.8164
1573.31, -15.5865
1573.3, -12.895
1573.29, -11.215
1573.28, -10.2936
1573.26, -9.98546
1573.25, -10.1957
1573.24, -10.8764
1573.23, -12.0445
1573.22, -13.8183
1573.21, -16.5021
1573.2, -20.7499
1573.19, -25.394
1573.18, -20.8157
1573.17, -16.0484
1573.16, -13.0883
1573.15, -11.279
1573.14, -10.2654
1573.13, -9.84561
1573.12, -9.9005
1573.11, -10.3767
