

wavelength(nm), Y
1555.88, -13.7329
1555.85, -14.7614
1555.81, -15.9533
1555.78, -17.3601
1555.75, -19.0647
1555.71, -21.2129
1555.68, -24.1003
1555.65, -28.4842
1555.61, -37.7501
1555.58, -38.1808
1555.55, -28.6309
1555.51, -24.1874
1555.48, -21.2746
1555.45, -19.1127
1555.41, -17.4001
1555.38, -15.9884
1555.34, -14.7933
1555.31, -13.7624
1555.28, -12.8608
1555.24, -12.064
1555.21, -11.3542
1555.18, -10.718
1555.14, -10.1454
1555.11, -9.62821
1555.08, -9.16045
1555.04, -8.73705
1555.01, -8.35408
1554.97, -8.00842
1554.94, -7.69751
1554.91, -7.41926
1554.87, -7.17187
1554.84, -6.95379
1554.81, -6.76358
1554.77, -6.59994
1554.74, -6.46163
1554.71, -6.34754
1554.67, -6.25664
1554.64, -6.18808
1554.61, -6.14117
1554.57, -6.11545
1554.54, -6.11068
1554.5, -6.12691
1554.47, -6.16446
1554.44, -6.22373
1554.4, -6.30538
1554.37, -6.41026
1554.34, -6.5393
1554.3, -6.69352
1554.27, -6.87404
1554.24, -7.08203
1554.2, -7.31878
1554.17, -7.58572
1554.14, -7.8845
1554.1, -8.21709
1554.07, -8.58591
1554.04, -8.99394
1554, -9.44491
1553.97, -9.94348
1553.93, -10.4955
1553.9, -11.1084
1553.87, -11.7917
1553.83, -12.5575
1553.8, -13.4219
1553.77, -14.4067
1553.73, -15.5427
1553.7, -16.8755
1553.67, -18.4763
1553.63, -20.4668
1553.6, -23.0811
1553.57, -26.8685
1553.53, -33.7634
1553.5, -45.7697
1553.47, -30.556
1553.43, -25.2656
1553.4, -22.0106
1553.36, -19.6617
1553.33, -17.83
1553.3, -16.335
1553.26, -15.078
1553.23, -13.9992
1553.2, -13.0596
1553.16, -12.2325
1553.13, -11.4984
1553.1, -10.8429
1553.06, -10.2549
1553.03, -9.72565
1553, -9.24811
1552.96, -8.81665
1552.93, -8.4267
1552.9, -8.07453
1552.86, -7.75715
1552.83, -7.47213
1552.8, -7.21755
1552.76, -6.99185
1552.73, -6.79375
1552.69, -6.62224
1552.66, -6.47644
1552.63, -6.35546
1552.59, -6.25858
1552.56, -6.18512
1552.53, -6.13446
1552.49, -6.1061
1552.46, -6.09964
1552.43, -6.11484
1552.39, -6.15164
1552.36, -6.21015
1552.33, -6.29077
1552.29, -6.39409
1552.26, -6.52089
1552.23, -6.67214
1552.19, -6.84898
1552.16, -7.05269
1552.13, -7.2847
1552.09, -7.54663
1552.06, -7.84026
1552.03, -8.16756
1551.99, -8.5309
1551.96, -8.93314
1551.92, -9.37777
1551.89, -9.86917
1551.86, -10.4129
1551.82, -11.016
1551.79, -11.6875
1551.76, -12.4394
1551.72, -13.2873
1551.69, -14.2526
1551.66, -15.3654
1551.62, -16.6697
1551.59, -18.2338
1551.56, -20.1729
1551.52, -22.705
1551.49, -26.3279
1551.46, -32.6909
1551.42, -50.0954
1551.39, -31.258
1551.36, -25.6145
1551.32, -22.235
1551.29, -19.8252
1551.26, -17.959
1551.22, -16.4426
1551.19, -15.1713
1551.16, -14.0824
1551.12, -13.1352
1551.09, -12.3019
1551.06, -11.5627
1551.02, -10.9027
1550.99, -10.3108
1550.96, -9.77814
1550.92, -9.29765
1550.89, -8.86363
1550.86, -8.4714
1550.82, -8.11699
1550.79, -7.79723
1550.75, -7.50953
1550.72, -7.25179
1550.69, -7.0224
1550.65, -6.82009
1550.62, -6.64393
1550.59, -6.49319
1550.55, -6.36735
1550.52, -6.26598
1550.49, -6.18869
1550.45, -6.13516
1550.42, -6.10506
1550.39, -6.09807
1550.35, -6.11389
1550.32, -6.15234
1550.29, -6.21336
1550.25, -6.29702
1550.22, -6.40351
1550.19, -6.5333
1550.15, -6.6871
1550.12, -6.86588
1550.09, -7.0709
1550.05, -7.30364
1550.02, -7.56588
1549.99, -7.85967
1549.95, -8.18737
1549.92, -8.5517
1549.89, -8.95584
1549.85, -9.40359
1549.82, -9.89954
1549.79, -10.4494
1549.75, -11.0602
1549.72, -11.7412
1549.69, -12.5045
1549.65, -13.3659
1549.62, -14.3474
1549.59, -15.4798
1549.55, -16.8089
1549.52, -18.4064
1549.49, -20.3943
1549.45, -23.0068
1549.42, -26.7925
1549.39, -33.6801
1549.35, -45.7998
1549.32, -30.5214
1549.29, -25.2333
1549.25, -21.9859
1549.22, -19.6463
1549.19, -17.8241
1549.15, -16.3377
1549.12, -15.0881
1549.09, -14.015
1549.05, -13.0792
1549.02, -12.254
1548.99, -11.5203
1548.95, -10.8639
1548.92, -10.2742
1548.89, -9.74294
1548.85, -9.26366
1548.82, -8.83101
1548.79, -8.44063
1548.75, -8.08886
1548.72, -7.77259
1548.69, -7.48922
1548.65, -7.23653
1548.62, -7.01269
1548.59, -6.8162
1548.55, -6.64588
1548.52, -6.50082
1548.49, -6.38035
1548.45, -6.28401
1548.42, -6.2114
1548.39, -6.16227
1548.35, -6.13649
1548.32, -6.13388
1548.29, -6.15434
1548.25, -6.19784
1548.22, -6.26438
1548.19, -6.35406
1548.15, -6.46712
1548.12, -6.60398
1548.09, -6.76528
1548.05, -6.95192
1548.02, -7.16509
1547.99, -7.40629
1547.95, -7.67738
1547.92, -7.98055
1547.89, -8.31841
1547.85, -8.69405
1547.82, -9.11092
1547.79, -9.5732
1547.75, -10.0859
1547.72, -10.6551
1547.69, -11.2884
1547.65, -11.9956
1547.62, -12.7894
1547.59, -13.6871
1547.56, -14.7123
1547.52, -15.8995
1547.49, -17.3
1547.46, -18.997
1547.42, -21.1359
1547.39, -24.0105
1547.36, -28.3713
1547.32, -37.5434
1547.29, -38.2768
1547.26, -28.6209
1547.22, -24.1585
1547.19, -21.2399
1547.16, -19.0769
1547.12, -17.3652
1547.09, -15.9553
1547.06, -14.7621
1547.02, -13.733
1546.99, -12.833
1546.96, -12.0377
1546.92, -11.3295
1546.89, -10.6954
1546.86, -10.1255
1546.82, -9.61219
1546.79, -9.14927
1546.76, -8.73185
1546.72, -8.35588
1546.69, -8.01795
1546.66, -7.71521
1546.62, -7.44507
1546.59, -7.20534
1546.56, -6.99414
1546.52, -6.80987
1546.49, -6.65121
1546.46, -6.51711
1546.42, -6.40677
1546.39, -6.31964
1546.36, -6.25542
1546.33, -6.21394
1546.29, -6.19519
1546.26, -6.19932
1546.23, -6.22652
1546.19, -6.27707
1546.16, -6.35131
1546.13, -6.44961
1546.09, -6.5724
1546.06, -6.72033
1546.03, -6.89399
1545.99, -7.09425
1545.96, -7.32221
1545.93, -7.57929
1545.89, -7.86724
1545.86, -8.1882
1545.83, -8.54481
1545.79, -8.94024
1545.76, -9.37831
1545.73, -9.86363
1545.69, -10.4018
1545.66, -10.9998
1545.63, -11.6664
1545.6, -12.4126
1545.56, -13.2534
1545.53, -14.2089
1545.5, -15.3072
1545.46, -16.59
1545.43, -18.1216
1545.4, -20.0098
1545.36, -22.4555
1545.33, -25.9062
1545.3, -31.7554
1545.26, -52.3662
1545.23, -32.2807
1545.2, -26.16
1545.16, -22.6147
1545.13, -20.1204
1545.1, -18.2035
1545.06, -16.654
1545.03, -15.3602
1545, -14.2555
1544.96, -13.2971
1544.93, -12.4554
1544.9, -11.7096
1544.87, -11.0443
1544.83, -10.4477
1544.8, -9.91086
1544.77, -9.42676
1544.73, -8.98983
1544.7, -8.59558
1544.67, -8.24038
1544.63, -7.92125
1544.6, -7.63568
1544.57, -7.38154
1544.53, -7.15699
1544.5, -6.96046
1544.47, -6.79057
1544.43, -6.64615
1544.4, -6.52624
1544.37, -6.43005
1544.34, -6.35702
1544.3, -6.30679
1544.27, -6.27922
1544.24, -6.27429
1544.2, -6.29212
1544.17, -6.33298
1544.14, -6.39724
1544.1, -6.48538
1544.07, -6.59793
1544.04, -6.7355
1544, -6.89879
1543.97, -7.08862
1543.94, -7.30599
1543.9, -7.5521
1543.87, -7.82845
1543.84, -8.13691
1543.81, -8.47982
1543.77, -8.86006
1543.74, -9.28121
1543.71, -9.74764
1543.67, -10.2648
1543.64, -10.8394
1543.61, -11.4797
1543.57, -12.1963
1543.54, -13.0032
1543.51, -13.9186
1543.47, -14.968
1543.44, -16.1882
1543.41, -17.6347
1543.38, -19.3979
1543.34, -21.6404
1543.31, -24.7003
1543.28, -29.4968
1543.24, -40.9956
1543.21, -35.7301
1543.18, -27.7398
1543.14, -23.6555
1543.11, -20.9048
1543.08, -18.8375
1543.04, -17.1886
1543.01, -15.8239
1542.98, -14.6657
1542.95, -13.6653
1542.91, -12.7898
1542.88, -12.016
1542.85, -11.327
1542.81, -10.71
1542.78, -10.1552
1542.75, -9.65488
1542.71, -9.20307
1542.68, -8.79491
1542.65, -8.42653
1542.61, -8.09484
1542.58, -7.79731
1542.55, -7.53189
1542.52, -7.29687
1542.48, -7.09078
1542.45, -6.91243
1542.42, -6.76065
1542.38, -6.63443
1542.35, -6.53294
1542.32, -6.45546
1542.28, -6.40139
1542.25, -6.3703
1542.22, -6.36191
1542.19, -6.37612
1542.15, -6.41303
1542.12, -6.4729
1542.09, -6.55617
1542.05, -6.66342
1542.02, -6.79539
1541.99, -6.95297
1541.95, -7.13714
1541.92, -7.34908
1541.89, -7.59011
1541.85, -7.86187
1541.82, -8.16614
1541.79, -8.50514
1541.76, -8.88158
1541.72, -9.29879
1541.69, -9.76088
1541.66, -10.273
1541.62, -10.8414
1541.59, -11.4743
1541.56, -12.1819
1541.52, -12.9776
1541.49, -13.8792
1541.46, -14.9111
1541.43, -16.1085
1541.39, -17.5239
1541.36, -19.2421
1541.33, -21.4129
1541.29, -24.3409
1541.26, -28.8181
1541.23, -38.5308
1541.19, -37.6543
1541.16, -28.5264
1541.13, -24.1754
1541.1, -21.3046
1541.06, -19.1674
1541.03, -17.4714
1541, -16.0718
1540.96, -14.8862
1540.93, -13.8633
1540.9, -12.969
1540.87, -12.1795
1540.83, -11.4775
1540.8, -10.8498
1540.77, -10.2866
1540.73, -9.77978
1540.7, -9.32309
1540.67, -8.91142
1540.63, -8.54062
1540.6, -8.20724
1540.57, -7.90852
1540.54, -7.64218
1540.5, -7.40639
1540.47, -7.19961
1540.44, -7.0206
1540.4, -6.86831
1540.37, -6.74181
1540.34, -6.64031
1540.3, -6.56313
1540.27, -6.50966
1540.24, -6.47944
1540.21, -6.4721
1540.17, -6.48744
1540.14, -6.52543
1540.11, -6.58622
1540.07, -6.67017
1540.04, -6.77789
1540.01, -6.91008
1539.98, -7.06771
1539.94, -7.25191
1539.91, -7.46403
1539.88, -7.70555
1539.84, -7.97822
1539.81, -8.28398
1539.78, -8.62512
1539.74, -9.00433
1539.71, -9.42483
1539.68, -9.89059
1539.65, -10.4066
1539.61, -10.979
1539.58, -11.6157
1539.55, -12.3271
1539.51, -13.1267
1539.48, -14.0325
1539.45, -15.0699
1539.42, -16.2747
1539.38, -17.7014
1539.35, -19.4376
1539.32, -21.6394
1539.28, -24.6272
1539.25, -29.2515
1539.22, -39.7463
1539.19, -36.7936
1539.15, -28.2543
1539.12, -24.037
1539.09, -21.2263
1539.05, -19.1242
1539.02, -17.4518
1538.99, -16.0694
1538.95, -14.8972
1538.92, -13.8852
1538.89, -12.9999
1538.86, -12.2182
1538.82, -11.5231
1538.79, -10.9019
1538.76, -10.3447
1538.72, -9.84377
1538.69, -9.39279
1538.66, -8.98662
1538.63, -8.62103
1538.59, -8.2925
1538.56, -7.99813
1538.53, -7.73555
1538.49, -7.50285
1538.46, -7.2985
1538.43, -7.12137
1538.4, -6.97048
1538.36, -6.84513
1538.33, -6.74476
1538.3, -6.66896
1538.26, -6.61738
1538.23, -6.58977
1538.2, -6.58583
1538.17, -6.6054
1538.13, -6.6484
1538.1, -6.71488
1538.07, -6.80502
1538.03, -6.9192
1538, -7.05801
1537.97, -7.22226
1537.94, -7.41303
1537.9, -7.63162
1537.87, -7.87961
1537.84, -8.15886
1537.8, -8.47152
1537.77, -8.8201
1537.74, -9.20754
1537.71, -9.63734
1537.67, -10.1137
1537.64, -10.642
1537.61, -11.2285
1537.57, -11.8817
1537.54, -12.6124
1537.51, -13.4351
1537.48, -14.3692
1537.44, -15.442
1537.41, -16.6934
1537.38, -18.1842
1537.34, -20.0149
1537.31, -22.369
1537.28, -25.6426
1537.25, -30.9945
1537.21, -46.8484
1537.18, -33.8733
1537.15, -27.0877
1537.11, -23.3388
1537.08, -20.7483
1537.05, -18.7764
1537.02, -17.1915
1536.98, -15.8728
1536.95, -14.7492
1536.92, -13.7757
1536.89, -12.9215
1536.85, -12.1652
1536.82, -11.4912
1536.79, -10.8875
1536.75, -10.3452
1536.72, -9.85711
1536.69, -9.41746
1536.66, -9.02157
1536.62, -8.66551
1536.59, -8.34602
1536.56, -8.06033
1536.52, -7.80615
1536.49, -7.58158
1536.46, -7.38512
1536.43, -7.21557
1536.39, -7.07197
1536.36, -6.95364
1536.33, -6.8601
1536.29, -6.79104
1536.26, -6.74624
1536.23, -6.72554
1536.2, -6.72885
1536.16, -6.7561
1536.13, -6.80726
1536.1, -6.88237
1536.07, -6.9816
1536.03, -7.10524
1536, -7.25379
1535.97, -7.42802
1535.93, -7.62896
1535.9, -7.85799
1535.87, -8.11684
1535.84, -8.40767
1535.8, -8.73291
1535.77, -9.09553
1535.74, -9.49896
1535.71, -9.94729
1535.67, -10.4454
1535.64, -10.999
1535.61, -11.6156
1535.57, -12.3043
1535.54, -13.0772
1535.51, -13.9503
1535.48, -14.9457
1535.44, -16.0951
1535.41, -17.4455
1535.38, -19.0713
1535.34, -21.1006
1535.31, -23.7828
1535.28, -27.7153
1535.25, -35.1213
1535.21, -43.5388
1535.18, -30.4423
1535.15, -25.4182
1535.12, -22.2725
1535.08, -19.9878
1535.05, -18.2013
1535.02, -16.7411
1534.98, -15.5123
1534.95, -14.4569
1534.92, -13.5367
1534.89, -12.7256
1534.85, -12.0048
1534.82, -11.3604
1534.79, -10.7821
1534.76, -10.2618
1534.72, -9.79332
1534.69, -9.37152
1534.66, -8.99233
1534.62, -8.6523
1534.59, -8.34843
1534.56, -8.07818
1534.53, -7.83935
1534.49, -7.62998
1534.46, -7.44853
1534.43, -7.29367
1534.4, -7.16437
1534.36, -7.05986
1534.33, -6.97964
1534.3, -6.92339
1534.27, -6.89101
1534.23, -6.88252
1534.2, -6.89802
1534.17, -6.93772
1534.13, -7.00183
1534.1, -7.09062
1534.07, -7.20443
1534.04, -7.34375
1534, -7.50906
1533.97, -7.70113
1533.94, -7.92095
1533.91, -8.16989
1533.87, -8.44966
1533.84, -8.76245
1533.81, -9.11091
1533.78, -9.49828
1533.74, -9.92846
1533.71, -10.4061
1533.68, -10.9368
1533.64, -11.5274
1533.61, -12.1865
1533.58, -12.9249
1533.55, -13.757
1533.51, -14.702
1533.48, -15.7873
1533.45, -17.0527
1533.42, -18.5597
1533.38, -20.4106
1533.35, -22.7942
1533.32, -26.1222
1533.29, -31.623
1533.25, -49.0462
1533.22, -33.7256
1533.19, -27.1658
1533.15, -23.4807
1533.12, -20.9181
1533.09, -18.9611
1533.06, -17.3858
1533.02, -16.0745
1532.99, -14.9576
1532.96, -13.9905
1532.93, -13.143
1532.89, -12.3933
1532.86, -11.7257
1532.83, -11.1283
1532.8, -10.5919
1532.76, -10.1093
1532.73, -9.67491
1532.7, -9.28422
1532.66, -8.93353
1532.63, -8.61974
1532.6, -8.34025
1532.57, -8.0928
1532.53, -7.87542
1532.5, -7.68639
1532.47, -7.52424
1532.44, -7.38774
1532.4, -7.27591
1532.37, -7.18804
1532.34, -7.12367
1532.31, -7.08262
1532.27, -7.06492
1532.24, -7.07087
1532.21, -7.10081
1532.18, -7.1552
1532.14, -7.23459
1532.11, -7.33956
1532.08, -7.47069
1532.05, -7.62863
1532.01, -7.81406
1531.98, -8.0278
1531.95, -8.27088
1531.91, -8.54463
1531.88, -8.85077
1531.85, -9.19153
1531.82, -9.56977
1531.78, -9.98905
1531.75, -10.4538
1531.72, -10.9696
1531.69, -11.5432
1531.65, -12.183
1531.62, -12.9
1531.59, -13.7078
1531.56, -14.625
1531.52, -15.6771
1531.49, -16.9008
1531.46, -18.3521
1531.43, -20.1222
1531.39, -22.3753
1531.36, -25.4547
1531.33, -30.3001
1531.3, -42.1205
1531.26, -36.1877
1531.23, -28.3313
1531.2, -24.281
1531.17, -21.5459
1531.13, -19.4881
1531.1, -17.8464
1531.07, -16.4879
1531.04, -15.3359
1531, -14.3419
1530.97, -13.4731
1530.94, -12.7064
1530.91, -12.0248
1530.87, -11.4155
1530.84, -10.8687
1530.81, -10.3767
1530.77, -9.93347
1530.74, -9.53426
1530.71, -9.17528
1530.68, -8.8535
1530.64, -8.56643
1530.61, -8.31203
1530.58, -8.08858
1530.55, -7.89448
1530.51, -7.72836
1530.48, -7.58899
1530.45, -7.47531
1530.42, -7.38641
1530.38, -7.32152
1530.35, -7.28009
1530.32, -7.26186
1530.29, -7.26678
1530.25, -7.29503
1530.22, -7.34704
1530.19, -7.42337
1530.16, -7.52474
1530.12, -7.65197
1530.09, -7.80594
1530.06, -7.98757
1530.03, -8.19791
1529.99, -8.43807
1529.96, -8.70939
1529.93, -9.01351
1529.9, -9.35248
1529.86, -9.72889
1529.83, -10.1462
1529.8, -10.6085
1529.77, -11.1211
1529.73, -11.6909
1529.7, -12.3264
1529.67, -13.0384
1529.64, -13.8411
1529.6, -14.7531
1529.57, -15.8001
1529.54, -17.0185
1529.51, -18.4639
1529.47, -20.2258
1529.44, -22.465
1529.41, -25.5154
1529.38, -30.2805
1529.34, -41.5602
1529.31, -36.8063
1529.28, -28.7057
1529.25, -24.5971
1529.21, -21.8369
1529.18, -19.7644
1529.15, -18.1122
1529.12, -16.745
1529.08, -15.585
1529.05, -14.5834
1529.02, -13.7075
1528.99, -12.9343
1528.95, -12.2468
1528.92, -11.6325
1528.89, -11.0813
1528.86, -10.5858
1528.82, -10.1396
1528.79, -9.73794
1528.76, -9.37691
1528.73, -9.05339
1528.69, -8.76487
1528.66, -8.50935
1528.63, -8.28523
1528.6, -8.09102
1528.57, -7.92545
1528.53, -7.78737
1528.5, -7.67571
1528.47, -7.58948
1528.44, -7.5278
1528.4, -7.48993
1528.37, -7.47534
1528.34, -7.4837
1528.31, -7.51498
1528.27, -7.56943
1528.24, -7.64757
1528.21, -7.7502
1528.18, -7.87834
1528.14, -8.0332
1528.11, -8.2161
1528.08, -8.42849
1528.05, -8.67193
1528.01, -8.9481
1527.98, -9.25874
1527.95, -9.60593
1527.92, -9.99219
1527.88, -10.4206
1527.85, -10.8951
1527.82, -11.4206
1527.79, -12.0038
1527.75, -12.6529
1527.72, -13.379
1527.69, -14.1966
1527.66, -15.1251
1527.62, -16.1917
1527.59, -17.4354
1527.56, -18.9156
1527.53, -20.7295
1527.49, -23.0544
1527.46, -26.2679
1527.43, -31.4521
1527.4, -45.7635
1527.37, -35.269
1527.33, -28.1777
1527.3, -24.3378
1527.27, -21.7016
1527.24, -19.7005
1527.2, -18.0943
1527.17, -16.7591
1527.14, -15.6225
1527.11, -14.6388
1527.07, -13.7772
1527.04, -13.0161
1527.01, -12.3394
1526.98, -11.7351
1526.94, -11.1937
1526.91, -10.7079
1526.88, -10.2715
1526.85, -9.87962
1526.81, -9.52826
1526.78, -9.2141
1526.75, -8.93449
1526.72, -8.68731
1526.69, -8.47084
1526.65, -8.28373
1526.62, -8.12487
1526.59, -7.99328
1526.56, -7.88809
1526.52, -7.8085
1526.49, -7.75377
1526.46, -7.72322
1526.43, -7.71628
1526.39, -7.73252
1526.36, -7.77174
1526.33, -7.83399
1526.3, -7.91962
1526.26, -8.02928
1526.23, -8.16401
1526.2, -8.32503
1526.17, -8.51383
1526.14, -8.73212
1526.1, -8.98179
1526.07, -9.26489
1526.04, -9.58362
1526.01, -9.94042
1525.97, -10.3381
1525.94, -10.7798
1525.91, -11.2698
1525.88, -11.8132
1525.84, -12.4165
1525.81, -13.0886
1525.78, -13.841
1525.75, -14.6895
1525.71, -15.6554
1525.68, -16.7691
1525.65, -18.075
1525.62, -19.6426
1525.59, -21.5885
1525.55, -24.1336
1525.52, -27.7845
1525.49, -34.236
1525.46, -50.839
1525.42, -32.5186
1525.39, -26.944
1525.36, -23.595
1525.33, -21.2057
1525.29, -19.3562
1525.26, -17.8543
1525.23, -16.5963
1525.2, -15.5198
1525.17, -14.5843
1525.13, -13.7621
1525.1, -13.0336
1525.07, -12.3843
1525.04, -11.8031
1525, -11.2814
1524.97, -10.8124
1524.94, -10.3905
1524.91, -10.0112
1524.87, -9.67075
1524.84, -9.3661
1524.81, -9.09487
1524.78, -8.85513
1524.75, -8.64541
1524.71, -8.46461
1524.68, -8.3119
1524.65, -8.18662
1524.62, -8.08823
1524.58, -8.01623
1524.55, -7.97011
1524.52, -7.94935
1524.49, -7.95344
1524.45, -7.98188
1524.42, -8.03437
1524.39, -8.11063
1524.36, -8.21066
1524.33, -8.33481
1524.29, -8.48377
1524.26, -8.65861
1524.23, -8.86081
1524.2, -9.09217
1524.16, -9.35487
1524.13, -9.65136
1524.1, -9.98441
1524.07, -10.3571
1524.04, -10.7729
1524, -11.2359
1523.97, -11.7508
1523.94, -12.3235
1523.91, -12.9615
1523.87, -13.6745
1523.84, -14.4756
1523.81, -15.3826
1523.78, -16.4202
1523.75, -17.6245
1523.71, -19.0499
1523.68, -20.7848
1523.65, -22.9857
1523.62, -25.9744
1523.58, -30.6045
1523.55, -41.1418
1523.52, -38.1054
1523.49, -29.5883
1523.45, -25.3824
1523.42, -22.5825
1523.39, -20.4916
1523.36, -18.831
1523.33, -17.4606
1523.29, -16.3001
1523.26, -15.299
1523.23, -14.424
1523.2, -13.6515
1523.16, -12.9645
1523.13, -12.3505
1523.1, -11.7997
1523.07, -11.3048
1523.04, -10.8595
1523, -10.4592
1522.97, -10.0997
1522.94, -9.77768
1522.91, -9.49046
1522.87, -9.23576
1522.84, -9.01181
1522.81, -8.81724
1522.78, -8.65099
1522.75, -8.5123
1522.71, -8.40065
1522.68, -8.31566
1522.65, -8.25702
1522.62, -8.2245
1522.59, -8.21772
1522.55, -8.23632
1522.52, -8.27993
1522.49, -8.34822
1522.46, -8.44097
1522.42, -8.55813
1522.39, -8.69994
1522.36, -8.867
1522.33, -9.0603
1522.3, -9.2813
1522.26, -9.53193
1522.23, -9.81459
1522.2, -10.1321
1522.17, -10.4879
1522.13, -10.8856
1522.1, -11.3296
1522.07, -11.8248
1522.04, -12.3771
1522.01, -12.9935
1521.97, -13.6829
1521.94, -14.4568
1521.91, -15.3309
1521.88, -16.3266
1521.84, -17.4749
1521.81, -18.8224
1521.78, -20.4426
1521.75, -22.4621
1521.72, -25.1272
1521.68, -29.0248
1521.65, -36.3119
1521.62, -45.4908
1521.59, -31.9547
1521.56, -26.8729
1521.52, -23.7042
1521.49, -21.4076
1521.46, -19.6148
1521.43, -18.1522
1521.39, -16.9238
1521.36, -15.8711
1521.33, -14.9557
1521.3, -14.151
1521.27, -13.438
1521.23, -12.8027
1521.2, -12.2344
1521.17, -11.7247
1521.14, -11.267
1521.11, -10.8561
1521.07, -10.4875
1521.04, -10.1575
1521.01, -9.86312
1520.98, -9.60176
1520.94, -9.37131
1520.91, -9.17008
1520.88, -8.99676
1520.85, -8.85044
1520.82, -8.73057
1520.78, -8.63677
1520.75, -8.56891
1520.72, -8.52697
1520.69, -8.51103
1520.66, -8.52114
1520.62, -8.55731
1520.59, -8.61948
1520.56, -8.70756
1520.53, -8.82147
1520.5, -8.96121
1520.46, -9.12697
1520.43, -9.31922
1520.4, -9.53878
1520.37, -9.78698
1520.33, -10.0656
1520.3, -10.3772
1520.27, -10.7247
1520.24, -11.1118
1520.21, -11.543
1520.17, -12.0235
1520.14, -12.5592
1520.11, -13.1577
1520.08, -13.8279
1520.05, -14.5814
1520.01, -15.4331
1519.98, -16.4036
1519.95, -17.5218
1519.92, -18.8305
1519.89, -20.3972
1519.85, -22.3357
1519.82, -24.8623
1519.79, -28.4703
1519.76, -34.7858
1519.72, -53.0082
1519.69, -33.527
1519.66, -27.8412
1519.63, -24.4481
1519.6, -22.0339
1519.56, -20.1685
1519.53, -18.6567
1519.5, -17.3933
1519.47, -16.3149
1519.44, -15.3802
1519.4, -14.5611
1519.37, -13.8371
1519.34, -13.1934
1519.31, -12.6185
1519.28, -12.1037
1519.24, -11.6418
1519.21, -11.2272
1519.18, -10.8555
1519.15, -10.5227
1519.12, -10.2257
1519.08, -9.96176
1519.05, -9.72863
1519.02, -9.52451
1518.99, -9.34791
1518.96, -9.1977
1518.92, -9.07312
1518.89, -8.97377
1518.86, -8.89953
1518.83, -8.85054
1518.8, -8.8271
1518.76, -8.82961
1518.73, -8.8585
1518.7, -8.91415
1518.67, -8.99688
1518.63, -9.10693
1518.6, -9.24447
1518.57, -9.40969
1518.54, -9.60287
1518.51, -9.82453
1518.47, -10.0755
1518.44, -10.3571
1518.41, -10.6713
1518.38, -11.0206
1518.35, -11.4082
1518.31, -11.8386
1518.28, -12.3168
1518.25, -12.8492
1518.22, -13.4436
1518.19, -14.1095
1518.15, -14.859
1518.12, -15.7076
1518.09, -16.6761
1518.06, -17.7938
1518.03, -19.1035
1517.99, -20.6719
1517.96, -22.6123
1517.93, -25.1388
1517.9, -28.7397
1517.87, -35.0171
1517.83, -53.811
1517.8, -33.9371
1517.77, -28.2179
1517.74, -24.8141
1517.71, -22.3938
1517.67, -20.5233
1517.64, -19.0064
1517.61, -17.7374
1517.58, -16.653
1517.55, -15.7123
1517.51, -14.8871
1517.48, -14.1573
1517.45, -13.5083
1517.42, -12.9286
1517.39, -12.4098
1517.35, -11.9448
1517.32, -11.5281
1517.29, -11.1554
1517.26, -10.8229
1517.23, -10.5274
1517.19, -10.2663
1517.16, -10.0371
1517.13, -9.83784
1517.1, -9.66677
1517.07, -9.52245
1517.04, -9.40377
1517, -9.30992
1516.97, -9.24044
1516.94, -9.19519
1516.91, -9.17433
1516.88, -9.17826
1516.84, -9.20757
1516.81, -9.26298
1516.78, -9.34522
1516.75, -9.45504
1516.72, -9.59312
1516.68, -9.7601
1516.65, -9.95661
1516.62, -10.1833
1516.59, -10.4412
1516.56, -10.7312
1516.52, -11.0549
1516.49, -11.4145
1516.46, -11.8129
1516.43, -12.254
1516.4, -12.7426
1516.36, -13.285
1516.33, -13.8891
1516.3, -14.565
1516.27, -15.3253
1516.24, -16.1868
1516.2, -17.1718
1516.17, -18.3117
1516.14, -19.6527
1516.11, -21.2673
1516.08, -23.2795
1516.04, -25.9294
1516.01, -29.7863
1515.98, -36.904
1515.95, -47.3569
1515.92, -33.0851
1515.89, -27.9188
1515.85, -24.7187
1515.82, -22.4047
1515.79, -20.5994
1515.76, -19.1262
1515.73, -17.8885
1515.69, -16.8273
1515.66, -15.9044
1515.63, -15.0934
1515.6, -14.3753
1515.57, -13.7362
1515.53, -13.1655
1515.5, -12.6547
1515.47, -12.1975
1515.44, -11.7885
1515.41, -11.4235
1515.37, -11.0989
1515.34, -10.8116
1515.31, -10.559
1515.28, -10.3389
1515.25, -10.1492
1515.22, -9.98806
1515.18, -9.85393
1515.15, -9.74545
1515.12, -9.6616
1515.09, -9.60155
1515.06, -9.56489
1515.02, -9.55151
1514.99, -9.56166
1514.96, -9.59591
1514.93, -9.65508
1514.9, -9.7402
1514.86, -9.85244
1514.83, -9.993
1514.8, -10.1632
1514.77, -10.3642
1514.74, -10.5971
1514.71, -10.8632
1514.67, -11.1638
1514.64, -11.5005
1514.61, -11.8754
1514.58, -12.2912
1514.55, -12.7513
1514.51, -13.2606
1514.48, -13.825
1514.45, -14.4527
1514.42, -15.154
1514.39, -15.9427
1514.35, -16.8371
1514.32, -17.8624
1514.29, -19.0542
1514.26, -20.4661
1514.23, -22.1837
1514.2, -24.3581
1514.16, -27.2971
1514.13, -31.8027
1514.1, -41.658
1514.07, -40.4274
1514.04, -31.4081
