

wavelength(nm), Y
1555.81, -15.0308
1555.78, -13.6814
1555.75, -12.5254
1555.71, -11.5211
1555.68, -10.6406
1555.65, -9.86472
1555.61, -9.17918
1555.58, -8.57293
1555.55, -8.03702
1555.51, -7.56397
1555.48, -7.14749
1555.45, -6.78226
1555.41, -6.46386
1555.38, -6.18866
1555.34, -5.95371
1555.31, -5.75659
1555.28, -5.59529
1555.24, -5.46807
1555.21, -5.37332
1555.18, -5.30954
1555.14, -5.27534
1555.11, -5.26945
1555.08, -5.2909
1555.04, -5.33909
1555.01, -5.414
1554.97, -5.51629
1554.94, -5.64741
1554.91, -5.80962
1554.87, -6.006
1554.84, -6.24031
1554.81, -6.51678
1554.77, -6.83995
1554.74, -7.21442
1554.71, -7.64465
1554.67, -8.13505
1554.64, -8.69007
1554.61, -9.3147
1554.57, -10.0152
1554.54, -10.8006
1554.5, -11.6843
1554.47, -12.6842
1554.44, -13.8294
1554.4, -15.1648
1554.37, -16.7636
1554.34, -18.7527
1554.3, -21.3781
1554.27, -25.219
1554.24, -32.2907
1554.2, -39.2699
1554.17, -27.7857
1554.14, -22.7783
1554.1, -19.6073
1554.07, -17.2983
1554.04, -15.4953
1554, -14.0286
1553.97, -12.8031
1553.93, -11.7602
1553.9, -10.8607
1553.87, -10.0771
1553.83, -9.38962
1553.8, -8.78338
1553.77, -8.24717
1553.73, -7.77229
1553.7, -7.35189
1553.67, -6.98047
1553.63, -6.65342
1553.6, -6.36686
1553.57, -6.11747
1553.53, -5.90241
1553.5, -5.71934
1553.47, -5.56648
1553.43, -5.44265
1553.4, -5.34734
1553.36, -5.28069
1553.33, -5.24347
1553.3, -5.23695
1553.26, -5.26277
1553.23, -5.32268
1553.2, -5.41833
1553.16, -5.55102
1553.13, -5.7216
1553.1, -5.93036
1553.06, -6.17716
1553.03, -6.46159
1553, -6.78331
1552.96, -7.14245
1552.93, -7.53997
1552.9, -7.97817
1552.86, -8.46106
1552.83, -8.9948
1552.8, -9.58816
1552.76, -10.2531
1552.73, -11.0054
1552.69, -11.8662
1552.66, -12.8637
1552.63, -14.0374
1552.59, -15.4456
1552.56, -17.1807
1552.53, -19.407
1552.49, -22.4636
1552.46, -27.2601
1552.43, -37.9813
1552.39, -32.6923
1552.36, -25.2195
1552.33, -21.2346
1552.29, -18.529
1552.26, -16.4903
1552.23, -14.8634
1552.19, -13.5182
1552.16, -12.3795
1552.13, -11.4002
1552.09, -10.5488
1552.06, -9.8031
1552.03, -9.14685
1551.99, -8.56747
1551.96, -8.05502
1551.92, -7.60144
1551.89, -7.20014
1551.86, -6.84575
1551.82, -6.534
1551.79, -6.26158
1551.76, -6.02603
1551.72, -5.8256
1551.69, -5.65909
1551.66, -5.52569
1551.62, -5.42474
1551.59, -5.35562
1551.56, -5.3176
1551.52, -5.30983
1551.49, -5.33209
1551.46, -5.38288
1551.42, -5.46112
1551.39, -5.56632
1551.36, -5.69854
1551.32, -5.85852
1551.29, -6.0478
1551.26, -6.26878
1551.22, -6.5247
1551.19, -6.81955
1551.16, -7.15797
1551.12, -7.54515
1551.09, -7.98676
1551.06, -8.48901
1551.02, -9.05893
1550.99, -9.70482
1550.96, -10.4371
1550.92, -11.2698
1550.89, -12.2222
1550.86, -13.3225
1550.82, -14.6134
1550.79, -16.1622
1550.75, -18.084
1550.72, -20.5963
1550.69, -24.1919
1550.65, -30.4416
1550.62, -42.1055
1550.59, -28.8109
1550.55, -23.3218
1550.52, -19.9908
1550.49, -17.6172
1550.45, -15.7894
1550.42, -14.3171
1550.39, -13.0956
1550.35, -12.061
1550.32, -11.1708
1550.29, -10.3951
1550.25, -9.71261
1550.22, -9.10723
1550.19, -8.56709
1550.15, -8.08331
1550.12, -7.64924
1550.09, -7.25999
1550.05, -6.91192
1550.02, -6.60233
1549.99, -6.32916
1549.95, -6.09077
1549.92, -5.88587
1549.89, -5.71336
1549.85, -5.57243
1549.82, -5.46251
1549.79, -5.38334
1549.75, -5.33499
1549.72, -5.31786
1549.69, -5.33262
1549.65, -5.38013
1549.62, -5.46136
1549.59, -5.5772
1549.55, -5.72846
1549.52, -5.91574
1549.49, -6.13953
1549.45, -6.40029
1549.42, -6.69865
1549.39, -7.03569
1549.35, -7.41319
1549.32, -7.83406
1549.29, -8.30266
1549.25, -8.82519
1549.22, -9.41019
1549.19, -10.069
1549.15, -10.8168
1549.12, -11.6734
1549.09, -12.6654
1549.05, -13.8299
1549.02, -15.2207
1548.99, -16.9227
1548.95, -19.0831
1548.92, -21.9969
1548.89, -26.4129
1548.85, -35.395
1548.82, -35.1184
1548.79, -26.4107
1548.75, -22.1155
1548.72, -19.282
1548.69, -17.1762
1548.65, -15.5063
1548.62, -14.1269
1548.59, -12.9558
1548.55, -11.9424
1548.52, -11.0536
1548.49, -10.2673
1548.45, -9.56882
1548.42, -8.94603
1548.39, -8.39056
1548.35, -7.896
1548.32, -7.45718
1548.29, -7.06988
1548.25, -6.7305
1548.22, -6.43599
1548.19, -6.18371
1548.15, -5.97136
1548.12, -5.79695
1548.09, -5.65869
1548.05, -5.55495
1548.02, -5.48419
1547.99, -5.44495
1547.95, -5.4358
1547.92, -5.45546
1547.89, -5.5028
1547.85, -5.57703
1547.82, -5.67776
1547.79, -5.80517
1547.75, -5.96016
1547.72, -6.14437
1547.69, -6.36031
1547.65, -6.61134
1547.62, -6.90163
1547.59, -7.23608
1547.56, -7.62025
1547.52, -8.06028
1547.49, -8.56285
1547.46, -9.13534
1547.42, -9.78616
1547.39, -10.5254
1547.36, -11.3662
1547.32, -12.326
1547.29, -13.4302
1547.26, -14.7169
1547.22, -16.2465
1547.19, -18.1213
1547.16, -20.5321
1547.12, -23.8967
1547.09, -29.4482
1547.06, -42.8332
1547.02, -30.7028
1546.99, -24.5052
1546.96, -20.9015
1546.92, -18.3684
1546.89, -16.4252
1546.86, -14.8595
1546.82, -13.5588
1546.79, -12.456
1546.76, -11.5077
1546.72, -10.684
1546.69, -9.96306
1546.66, -9.32863
1546.62, -8.76811
1546.59, -8.27166
1546.56, -7.83149
1546.52, -7.44138
1546.49, -7.09637
1546.46, -6.79247
1546.42, -6.52644
1546.39, -6.29566
1546.36, -6.09805
1546.33, -5.93194
1546.29, -5.79608
1546.26, -5.68966
1546.23, -5.61227
1546.19, -5.56392
1546.16, -5.54505
1546.13, -5.55646
1546.09, -5.59927
1546.06, -5.6748
1546.03, -5.78452
1545.99, -5.92988
1545.96, -6.11225
1545.93, -6.3329
1545.89, -6.59293
1545.86, -6.89344
1545.83, -7.23564
1545.79, -7.62108
1545.76, -8.05198
1545.73, -8.53158
1545.69, -9.06458
1545.66, -9.65766
1545.63, -10.3201
1545.6, -11.0646
1545.56, -11.9087
1545.53, -12.8763
1545.5, -14.0016
1545.46, -15.3346
1545.43, -16.9539
1545.4, -18.9923
1545.36, -21.7083
1545.33, -25.7221
1545.3, -33.2864
1545.26, -38.2238
1545.23, -27.6629
1545.2, -22.9119
1545.16, -19.8762
1545.13, -17.6567
1545.1, -15.9162
1545.06, -14.4915
1545.03, -13.2915
1545, -12.2604
1544.96, -11.3617
1544.93, -10.5708
1544.9, -9.87021
1544.87, -9.24738
1544.83, -8.69298
1544.8, -8.19991
1544.77, -7.76258
1544.73, -7.37652
1544.7, -7.03796
1544.67, -6.74372
1544.63, -6.49101
1544.6, -6.27743
1544.57, -6.10082
1544.53, -5.95933
1544.5, -5.85132
1544.47, -5.77536
1544.43, -5.73025
1544.4, -5.71493
1544.37, -5.72859
1544.34, -5.77057
1544.3, -5.84049
1544.27, -5.93824
1544.24, -6.06412
1544.2, -6.21883
1544.17, -6.40363
1544.14, -6.62039
1544.1, -6.8716
1544.07, -7.16051
1544.04, -7.49105
1544, -7.86793
1543.97, -8.29661
1543.94, -8.78338
1543.9, -9.3355
1543.87, -9.96153
1543.84, -10.6719
1543.81, -11.4797
1543.77, -12.4026
1543.74, -13.4651
1543.71, -14.7032
1543.67, -16.1728
1543.64, -17.9665
1543.61, -20.2527
1543.57, -23.3874
1543.54, -28.3469
1543.51, -39.7767
1543.47, -32.7206
1543.44, -25.5858
1543.41, -21.6838
1543.38, -19.0057
1543.34, -16.9767
1543.31, -15.3543
1543.28, -14.0134
1543.24, -12.8814
1543.21, -11.9117
1543.18, -11.0728
1543.14, -10.3416
1543.11, -9.70094
1543.08, -9.13719
1543.04, -8.63953
1543.01, -8.19915
1542.98, -7.8089
1542.95, -7.46302
1542.91, -7.15688
1542.88, -6.88692
1542.85, -6.65043
1542.81, -6.44548
1542.78, -6.27079
1542.75, -6.12562
1542.71, -6.00971
1542.68, -5.9232
1542.65, -5.86653
1542.61, -5.84039
1542.58, -5.84568
1542.55, -5.88343
1542.52, -5.95473
1542.48, -6.0607
1542.45, -6.20245
1542.42, -6.38117
1542.38, -6.59818
1542.35, -6.8539
1542.32, -7.14936
1542.28, -7.48577
1542.25, -7.86469
1542.22, -8.28833
1542.19, -8.75981
1542.15, -9.28355
1542.12, -9.86573
1542.09, -10.5149
1542.05, -11.2428
1542.02, -12.0656
1541.99, -13.0055
1541.95, -14.0941
1541.92, -15.3777
1541.89, -16.9277
1541.85, -18.8639
1541.82, -21.4123
1541.79, -25.0878
1541.76, -31.5697
1541.72, -42.0659
1541.69, -29.206
1541.66, -23.8954
1541.62, -20.6415
1541.59, -18.3112
1541.56, -16.508
1541.52, -15.0465
1541.49, -13.8246
1541.46, -12.7803
1541.43, -11.8733
1541.39, -11.0761
1541.36, -10.3692
1541.33, -9.73894
1541.29, -9.17531
1541.26, -8.67107
1541.23, -8.22088
1541.19, -7.8208
1541.16, -7.46779
1541.13, -7.15942
1541.1, -6.89364
1541.06, -6.66856
1541.03, -6.48241
1541, -6.33349
1540.96, -6.22012
1540.93, -6.14066
1540.9, -6.0936
1540.87, -6.07754
1540.83, -6.09126
1540.8, -6.13379
1540.77, -6.20439
1540.73, -6.30268
1540.7, -6.42862
1540.67, -6.5826
1540.63, -6.76553
1540.6, -6.97882
1540.57, -7.22454
1540.54, -7.50542
1540.5, -7.82495
1540.47, -8.18745
1540.44, -8.59814
1540.4, -9.06325
1540.37, -9.59021
1540.34, -10.1879
1540.3, -10.8673
1540.27, -11.6418
1540.24, -12.5293
1540.21, -13.5537
1540.17, -14.7492
1540.14, -16.1674
1540.11, -17.892
1540.07, -20.0716
1540.04, -23.0087
1540.01, -27.4812
1539.98, -36.7475
1539.94, -35.445
1539.91, -26.9849
1539.88, -22.722
1539.84, -19.8824
1539.81, -17.7619
1539.78, -16.0788
1539.74, -14.6926
1539.71, -13.5237
1539.68, -12.5223
1539.65, -11.6553
1539.61, -10.8995
1539.58, -10.2373
1539.55, -9.65545
1539.51, -9.14303
1539.48, -8.69114
1539.45, -8.29238
1539.42, -7.94056
1539.38, -7.63076
1539.35, -7.35903
1539.32, -7.12178
1539.28, -6.91655
1539.25, -6.74162
1539.22, -6.59588
1539.19, -6.47874
1539.15, -6.39007
1539.12, -6.33008
1539.09, -6.29924
1539.05, -6.29825
1539.02, -6.32796
1538.99, -6.38932
1538.95, -6.48338
1538.92, -6.6113
1538.89, -6.77427
1538.86, -6.97362
1538.82, -7.21078
1538.79, -7.48735
1538.76, -7.80522
1538.72, -8.16662
1538.69, -8.57429
1538.66, -9.03177
1538.63, -9.54357
1538.59, -10.1157
1538.56, -10.756
1538.53, -11.4754
1538.49, -12.2882
1538.46, -13.2146
1538.43, -14.2832
1538.4, -15.5357
1538.36, -17.0366
1538.33, -18.8924
1538.3, -21.2995
1538.26, -24.6859
1538.23, -30.3213
1538.2, -43.7719
1538.17, -31.2598
1538.13, -25.1957
1538.1, -21.6687
1538.07, -19.199
1538.03, -17.3125
1538, -15.7969
1537.97, -14.5384
1537.94, -13.4685
1537.9, -12.5429
1537.87, -11.7314
1537.84, -11.0128
1537.8, -10.3718
1537.77, -9.79743
1537.74, -9.28173
1537.71, -8.81901
1537.67, -8.40521
1537.64, -8.03741
1537.61, -7.71349
1537.57, -7.43176
1537.54, -7.19079
1537.51, -6.98918
1537.48, -6.82551
1537.44, -6.69829
1537.41, -6.60598
1537.38, -6.54702
1537.34, -6.51994
1537.31, -6.52343
1537.28, -6.55642
1537.25, -6.61815
1537.21, -6.70822
1537.18, -6.82665
1537.15, -6.97388
1537.11, -7.15085
1537.08, -7.35897
1537.05, -7.60021
1537.02, -7.87712
1536.98, -8.19288
1536.95, -8.55143
1536.92, -8.95754
1536.89, -9.41696
1536.85, -9.93666
1536.82, -10.5251
1536.79, -11.1927
1536.75, -11.9525
1536.72, -12.8215
1536.69, -13.8224
1536.66, -14.9871
1536.62, -16.3633
1536.59, -18.0262
1536.56, -20.1068
1536.52, -22.8628
1536.49, -26.9182
1536.46, -34.5591
1536.43, -39.2158
1536.39, -28.7647
1536.36, -24.026
1536.33, -20.9816
1536.29, -18.7442
1536.26, -16.9816
1536.23, -15.5341
1536.2, -14.3133
1536.16, -13.2657
1536.13, -12.3563
1536.1, -11.5614
1536.07, -10.8638
1536.03, -10.2505
1536, -9.71105
1535.97, -9.23684
1535.93, -8.82047
1535.9, -8.45549
1535.87, -8.13627
1535.84, -7.85799
1535.8, -7.61659
1535.77, -7.40882
1535.74, -7.2322
1535.71, -7.08499
1535.67, -6.96615
1535.64, -6.87526
1535.61, -6.81242
1535.57, -6.77813
1535.54, -6.77323
1535.51, -6.79874
1535.48, -6.85585
1535.44, -6.94582
1535.41, -7.06995
1535.38, -7.22959
1535.34, -7.42616
1535.31, -7.66119
1535.28, -7.93634
1535.25, -8.25352
1535.21, -8.61496
1535.18, -9.02337
1535.15, -9.48204
1535.12, -9.99515
1535.08, -10.5681
1535.05, -11.2079
1535.02, -11.9242
1534.98, -12.7296
1534.95, -13.6424
1534.92, -14.6879
1534.89, -15.9037
1534.85, -17.3478
1534.82, -19.1146
1534.79, -21.375
1534.76, -24.4861
1534.72, -29.4228
1534.69, -40.81
1534.66, -33.836
1534.62, -26.6931
1534.59, -22.801
1534.56, -20.1411
1534.53, -18.135
1534.49, -16.537
1534.46, -15.2196
1534.43, -14.1075
1534.4, -13.1522
1534.36, -12.3206
1534.33, -11.5893
1534.3, -10.9409
1534.27, -10.363
1534.23, -9.84594
1534.2, -9.38306
1534.17, -8.96939
1534.13, -8.60145
1534.1, -8.27683
1534.07, -7.9938
1534.04, -7.75104
1534, -7.54741
1533.97, -7.38179
1533.94, -7.25296
1533.91, -7.15956
1533.87, -7.10018
1533.84, -7.07338
1533.81, -7.07779
1533.78, -7.11226
1533.74, -7.17592
1533.71, -7.26824
1533.68, -7.38912
1533.64, -7.53885
1533.61, -7.71817
1533.58, -7.92823
1533.55, -8.17064
1533.51, -8.44743
1533.48, -8.7612
1533.45, -9.11513
1533.42, -9.51318
1533.38, -9.96027
1533.35, -10.4625
1533.32, -11.0281
1533.29, -11.6666
1533.25, -12.3905
1533.22, -13.2162
1533.19, -14.1656
1533.15, -15.2696
1533.12, -16.5726
1533.09, -18.144
1533.06, -20.1003
1533.02, -22.6625
1532.99, -26.3363
1532.96, -32.7631
1532.93, -43.6715
1532.89, -30.6539
1532.86, -25.2852
1532.83, -21.9965
1532.8, -19.6344
1532.76, -17.7993
1532.73, -16.3065
1532.7, -15.0559
1532.66, -13.9878
1532.63, -13.0639
1532.6, -12.2583
1532.57, -11.5528
1532.53, -10.9337
1532.5, -10.3902
1532.47, -9.91357
1532.44, -9.49621
1532.4, -9.13144
1532.37, -8.8133
1532.34, -8.53655
1532.31, -8.29668
1532.27, -8.08997
1532.24, -7.91351
1532.21, -7.76525
1532.18, -7.64391
1532.14, -7.54896
1532.11, -7.48049
1532.08, -7.43909
1532.05, -7.4257
1532.01, -7.44151
1531.98, -7.48777
1531.95, -7.56577
1531.91, -7.67679
1531.88, -7.82205
1531.85, -8.00283
1531.82, -8.22049
1531.78, -8.47659
1531.75, -8.77299
1531.72, -9.11203
1531.69, -9.49656
1531.65, -9.9302
1531.62, -10.4175
1531.59, -10.964
1531.56, -11.5772
1531.52, -12.2664
1531.49, -13.0442
1531.46, -13.9274
1531.43, -14.9398
1531.39, -16.1158
1531.36, -17.5075
1531.33, -19.1992
1531.3, -21.3388
1531.26, -24.2251
1531.23, -28.616
1531.2, -37.6233
1531.17, -37.0781
1531.13, -28.3946
1531.1, -24.0844
1531.07, -21.2388
1531.04, -19.1316
1531, -17.4733
1530.97, -16.1185
1530.94, -14.9832
1530.91, -14.0139
1530.87, -13.1743
1530.84, -12.4383
1530.81, -11.7868
1530.77, -11.2054
1530.74, -10.6836
1530.71, -10.2135
1530.68, -9.78961
1530.64, -9.40813
1530.61, -9.06675
1530.58, -8.76418
1530.55, -8.49975
1530.51, -8.27317
1530.48, -8.08424
1530.45, -7.93262
1530.42, -7.81772
1530.38, -7.73865
1530.35, -7.69427
1530.32, -7.68328
1530.29, -7.70474
1530.25, -7.7575
1530.22, -7.84028
1530.19, -7.95257
1530.16, -8.0943
1530.12, -8.26589
1530.09, -8.4683
1530.06, -8.70298
1530.03, -8.97192
1529.99, -9.27765
1529.96, -9.62332
1529.93, -10.0128
1529.9, -10.4507
1529.86, -10.943
1529.83, -11.4969
1529.8, -12.1219
1529.77, -12.8297
1529.73, -13.636
1529.7, -14.5615
1529.67, -15.635
1529.64, -16.8977
1529.6, -18.4123
1529.57, -20.2821
1529.54, -22.6967
1529.51, -26.0677
1529.47, -31.6005
1529.44, -44.9526
1529.41, -33.2234
1529.38, -27.0057
1529.34, -23.4273
1529.31, -20.9252
1529.28, -19.0083
1529.25, -17.4599
1529.21, -16.1658
1529.18, -15.059
1529.15, -14.0974
1529.12, -13.2533
1529.08, -12.508
1529.05, -11.8482
1529.02, -11.2642
1528.99, -10.7484
1528.95, -10.2947
1528.92, -9.89753
1528.89, -9.55174
1528.86, -9.25258
1528.82, -8.99556
1528.79, -8.77662
1528.76, -8.5922
1528.73, -8.4394
1528.69, -8.31602
1528.66, -8.22062
1528.63, -8.15248
1528.6, -8.11149
1528.57, -8.0981
1528.53, -8.11316
1528.5, -8.1578
1528.47, -8.23328
1528.44, -8.34092
1528.4, -8.48209
1528.37, -8.65817
1528.34, -8.87065
1528.31, -9.12117
1528.27, -9.41173
1528.24, -9.74477
1528.21, -10.1233
1528.18, -10.5512
1528.14, -11.033
1528.11, -11.5747
1528.08, -12.1834
1528.05, -12.8683
1528.01, -13.641
1527.98, -14.5173
1527.95, -15.5184
1527.92, -16.675
1527.88, -18.0334
1527.85, -19.6671
1527.82, -21.7039
1527.79, -24.3932
1527.75, -28.3299
1527.72, -35.6255
1527.69, -41.7463
1527.66, -30.6711
1527.62, -25.7813
1527.59, -22.6722
1527.56, -20.4042
1527.53, -18.6311
1527.49, -17.187
1527.46, -15.9797
1527.43, -14.9517
1527.4, -14.0646
1527.37, -13.2912
1527.33, -12.6112
1527.3, -12.0091
1527.27, -11.4732
1527.24, -10.9952
1527.2, -10.5675
1527.17, -10.185
1527.14, -9.84444
1527.11, -9.54377
1527.07, -9.28174
1527.04, -9.05775
1527.01, -8.87144
1526.98, -8.72247
1526.94, -8.6103
1526.91, -8.5341
1526.88, -8.49274
1526.85, -8.48481
1526.81, -8.50883
1526.78, -8.5634
1526.75, -8.64739
1526.72, -8.7601
1526.69, -8.90138
1526.65, -9.07171
1526.62, -9.27223
1526.59, -9.50463
1526.56, -9.77121
1526.52, -10.0747
1526.49, -10.4184
1526.46, -10.806
1526.43, -11.2417
1526.39, -11.7307
1526.36, -12.2792
1526.33, -12.8951
1526.3, -13.5887
1526.26, -14.3737
1526.23, -15.2686
1526.2, -16.2996
1526.17, -17.5041
1526.14, -18.939
1526.1, -20.6962
1526.07, -22.9392
1526.04, -26.0063
1526.01, -30.8019
1525.97, -41.4705
1525.94, -36.3664
1525.91, -28.8661
1525.88, -24.8814
1525.84, -22.1804
1525.81, -20.1464
1525.78, -18.5221
1525.75, -17.1761
1525.71, -16.0327
1525.68, -15.045
1525.65, -14.1821
1525.62, -13.4233
1525.59, -12.7542
1525.55, -12.1643
1525.52, -11.6457
1525.49, -11.1917
1525.46, -10.7968
1525.42, -10.4554
1525.39, -10.1623
1525.36, -9.91233
1525.33, -9.70075
1525.29, -9.52311
1525.26, -9.37565
1525.23, -9.25541
1525.2, -9.16036
1525.17, -9.0894
1525.13, -9.04239
1525.1, -9.02
1525.07, -9.02358
1525.04, -9.05495
1525, -9.11621
1524.97, -9.20949
1524.94, -9.33684
1524.91, -9.50012
1524.87, -9.70097
1524.84, -9.94091
1524.81, -10.2215
1524.78, -10.5445
1524.75, -10.9122
1524.71, -11.3276
1524.68, -11.7946
1524.65, -12.3184
1524.62, -12.9057
1524.58, -13.5652
1524.55, -14.3081
1524.52, -15.1493
1524.49, -16.1091
1524.45, -17.216
1524.42, -18.5121
1524.39, -20.0633
1524.36, -21.9809
1524.33, -24.4751
1524.29, -28.0181
1524.26, -34.0887
1524.23, -46.6454
1524.2, -33.1514
1524.16, -27.4999
1524.13, -24.0975
1524.1, -21.6762
1524.07, -19.8106
1524.04, -18.3074
1524, -17.0616
1523.97, -16.0097
1523.94, -15.1097
1523.91, -14.3314
1523.87, -13.6525
1523.84, -13.0555
1523.81, -12.5265
1523.78, -12.0546
1523.75, -11.6315
1523.71, -11.2508
1523.68, -10.908
1523.65, -10.6006
1523.62, -10.327
1523.58, -10.087
1523.55, -9.8811
1523.52, -9.71009
1523.49, -9.57483
1523.45, -9.47591
1523.42, -9.4135
1523.39, -9.38723
1523.36, -9.39625
1523.33, -9.43936
1523.29, -9.51524
1523.26, -9.62268
1523.23, -9.76079
1523.2, -9.92922
1523.16, -10.1282
1523.13, -10.3587
1523.1, -10.6222
1523.07, -10.921
1523.04, -11.2579
1523, -11.6364
1522.97, -12.0605
1522.94, -12.5351
1522.91, -13.0661
1522.87, -13.6611
1522.84, -14.3297
1522.81, -15.0849
1522.78, -15.9439
1522.75, -16.931
1522.71, -18.0808
1522.68, -19.445
1522.65, -21.1054
1522.62, -23.2038
1522.59, -26.02
1522.55, -30.2449
1522.52, -38.5559
1522.49, -40.5152
1522.46, -31.0698
1522.42, -26.5932
1522.39, -23.6862
1522.36, -21.5481
1522.33, -19.8671
1522.3, -18.4893
1522.26, -17.3272
1522.23, -16.3268
1522.2, -15.4527
1522.17, -14.6814
1522.13, -13.9967
1522.1, -13.3871
1522.07, -12.845
1522.04, -12.3645
1522.01, -11.9411
1521.97, -11.571
1521.94, -11.2504
1521.91, -10.9756
1521.88, -10.7429
1521.84, -10.5484
1521.81, -10.3884
1521.78, -10.2599
1521.75, -10.1602
1521.72, -10.0875
1521.68, -10.0408
1521.65, -10.0199
1521.62, -10.0253
1521.59, -10.0581
1521.56, -10.12
1521.52, -10.2126
1521.49, -10.3375
1521.46, -10.4966
1521.43, -10.6911
1521.39, -10.9226
1521.36, -11.1924
1521.33, -11.5023
1521.3, -11.8543
1521.27, -12.2514
1521.23, -12.6976
1521.2, -13.1987
1521.17, -13.7622
1521.14, -14.3963
1521.11, -15.1123
1521.07, -15.9254
1521.04, -16.8553
1521.01, -17.929
1520.98, -19.185
1520.94, -20.6822
1520.91, -22.5172
1520.88, -24.8669
1520.85, -28.1088
1520.82, -33.3089
1520.78, -45.6868
1520.75, -36.5096
1520.72, -29.7966
1520.69, -26.0427
1520.66, -23.4473
1520.62, -21.4747
1520.59, -19.8945
1520.56, -18.5871
1520.53, -17.4825
1520.5, -16.5355
1520.46, -15.7152
1520.43, -14.9989
1520.4, -14.3693
1520.37, -13.8126
1520.33, -13.3177
1520.3, -12.8759
1520.27, -12.4804
1520.24, -12.1263
1520.21, -11.81
1520.17, -11.5298
1520.14, -11.2848
1520.11, -11.0749
1520.08, -10.9008
1520.05, -10.7631
1520.01, -10.6622
1519.98, -10.5982
1519.95, -10.5705
1519.92, -10.5781
1519.89, -10.6194
1519.85, -10.6928
1519.82, -10.7965
1519.79, -10.9293
1519.76, -11.0905
1519.72, -11.28
1519.69, -11.499
1519.66, -11.7492
1519.63, -12.0334
1519.6, -12.3553
1519.56, -12.719
1519.53, -13.1296
1519.5, -13.5925
1519.47, -14.114
1519.44, -14.7016
1519.4, -15.3642
1519.37, -16.1132
1519.34, -16.9638
1519.31, -17.9373
1519.28, -19.0638
1519.24, -20.3886
1519.21, -21.9831
1519.18, -23.9686
1519.15, -26.5768
1519.12, -30.3429
1519.08, -37.0531
1519.05, -46.4417
1519.02, -34.0318
1518.99, -28.8616
1518.96, -25.6647
1518.92, -23.3643
1518.89, -21.5774
1518.86, -20.1237
1518.83, -18.9037
1518.8, -17.8571
1518.76, -16.945
1518.73, -16.1416
1518.7, -15.429
1518.67, -14.7953
1518.63, -14.2322
1518.6, -13.7337
1518.57, -13.2955
1518.54, -12.9138
1518.51, -12.585
1518.47, -12.3052
1518.44, -12.0704
1518.41, -11.8762
1518.38, -11.7183
1518.35, -11.5925
1518.31, -11.4953
1518.28, -11.4238
1518.25, -11.3762
1518.22, -11.3517
1518.19, -11.3504
1518.15, -11.3747
1518.12, -11.4256
1518.09, -11.5052
1518.06, -11.6164
1518.03, -11.7618
1517.99, -11.9441
1517.96, -12.1656
1517.93, -12.4282
1517.9, -12.7339
1517.87, -13.0847
1517.83, -13.4828
1517.8, -13.9314
1517.77, -14.4346
1517.74, -14.9983
1517.71, -15.6299
1517.67, -16.3397
1517.64, -17.1408
1517.61, -18.0512
1517.58, -19.0951
1517.55, -20.3073
1517.51, -21.7401
1517.48, -23.4779
1517.45, -25.6703
1517.42, -28.6223
1517.39, -33.1206
1517.35, -42.4884
1517.32, -40.907
1517.29, -32.5135
1517.26, -28.2655
1517.23, -25.4301
1517.19, -23.3106
1517.16, -21.6283
1517.13, -20.2445
1517.1, -19.0804
1517.07, -18.0868
1517.04, -17.2304
1517, -16.4873
1516.97, -15.8389
1516.94, -15.2705
1516.91, -14.77
1516.88, -14.3271
1516.84, -13.9337
1516.81, -13.5832
1516.78, -13.2709
1516.75, -12.9934
1516.72, -12.749
1516.68, -12.5369
1516.65, -12.3573
1516.62, -12.211
1516.59, -12.099
1516.56, -12.0222
1516.52, -11.9812
1516.49, -11.9759
1516.46, -12.0059
1516.43, -12.0703
1516.4, -12.168
1516.36, -12.2978
1516.33, -12.4589
1516.3, -12.6511
1516.27, -12.8747
1516.24, -13.1309
1516.2, -13.4217
1516.17, -13.7498
1516.14, -14.1184
1516.11, -14.5317
1516.08, -14.9941
1516.04, -15.5111
1516.01, -16.0891
1515.98, -16.736
1515.95, -17.4622
1515.92, -18.2815
1515.89, -19.2132
1515.85, -20.2848
1515.82, -21.5373
1515.79, -23.034
1515.76, -24.8804
1515.73, -27.2703
1515.69, -30.6247
1515.66, -36.1814
1515.63, -49.615
1515.6, -37.4463
1515.57, -31.2864
1515.53, -27.7254
1515.5, -25.2389
1515.47, -23.3434
1515.44, -21.8232
1515.41, -20.563
1515.37, -19.4938
1515.34, -18.5709
1515.31, -17.7642
1515.28, -17.053
1515.25, -16.4225
1515.22, -15.8625
1515.18, -15.3655
1515.15, -14.9262
1515.12, -14.542
1515.09, -14.2078
1515.06, -13.9203
1515.02, -13.6763
1514.99, -13.4723
1514.96, -13.305
1514.93, -13.1711
1514.9, -13.0676
1514.86, -12.9923
1514.83, -12.9435
1514.8, -12.9202
1514.77, -12.9225
1514.74, -12.9511
1514.71, -13.0071
1514.67, -13.0924
1514.64, -13.2088
1514.61, -13.3582
1514.58, -13.5424
1514.55, -13.7628
1514.51, -14.0208
1514.48, -14.3178
1514.45, -14.6553
1514.42, -15.0352
1514.39, -15.4606
1514.35, -15.9355
1514.32, -16.4655
1514.29, -17.0585
1514.26, -17.7245
1514.23, -18.4769
1514.2, -19.3334
1514.16, -20.3175
1514.13, -21.4621
1514.1, -22.815
1514.07, -24.4513
1514.04, -26.4989
1514, -29.2067
1513.97, -33.1676
1513.94, -40.4882
